0,13,28,57,1,14,24,0,35,1,5,65,9,140,0,6,0,54,37,93,16,9,3,0,16,0
7,2,0,0,32,0,0,0,5,0,0,6,2,0,11,0,0,8,4,1,7,0,0,0,5,0
28,0,6,0,20,0,0,25,12,0,11,7,0,0,42,0,0,8,1,20,1,0,0,0,2,0
26,0,0,4,81,0,3,0,26,0,0,4,3,0,10,0,0,3,2,0,6,4,0,0,2,0
54,3,19,85,34,8,12,2,6,0,2,23,30,85,5,18,1,114,80,29,0,15,9,19,9,0
5,1,0,0,9,21,0,0,22,0,0,3,0,0,23,0,0,11,8,15,3,0,0,0,1,0
5,0,0,0,25,0,5,21,6,0,0,3,0,7,12,0,0,20,1,0,2,0,0,0,1,0
57,0,0,1,130,0,0,0,55,0,0,0,1,2,20,0,0,6,1,12,4,0,0,0,0,0
24,1,59,37,11,19,25,0,0,0,5,22,13,144,42,8,1,8,48,78,0,13,0,3,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0
0,0,0,0,18,0,0,0,6,0,0,2,0,3,0,0,0,0,3,0,0,0,0,0,1,0
28,1,0,18,36,1,0,0,25,0,6,27,1,0,9,0,0,0,13,6,3,1,1,0,23,0
22,2,0,0,55,0,0,0,22,0,0,0,3,0,15,41,0,0,1,0,6,0,0,0,3,0
44,0,16,67,39,6,59,0,38,0,2,1,1,1,21,1,0,2,31,79,3,0,0,0,5,1
1,6,6,8,1,42,1,0,5,0,3,10,29,92,10,13,0,64,9,37,50,12,12,0,1,0
21,0,0,2,23,0,0,2,1,0,0,9,0,0,15,4,0,34,1,4,5,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
50,0,5,9,116,0,4,1,37,0,6,1,3,7,40,0,0,2,19,26,39,2,2,0,12,0
24,0,1,0,58,0,0,17,33,0,2,1,3,0,13,4,0,0,17,48,12,0,0,0,1,0
60,0,0,0,106,0,1,174,64,0,0,10,1,4,59,0,0,32,22,7,5,0,6,0,4,0
4,7,8,12,7,2,10,0,5,0,0,18,36,8,2,4,0,18,26,32,0,0,0,0,0,0
2,0,0,0,46,0,0,0,18,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
25,0,0,1,19,0,0,22,29,0,0,0,0,3,14,0,0,0,1,0,0,0,0,0,1,0
0,0,0,0,2,0,0,0,14,0,0,0,0,0,0,4,0,0,0,1,1,0,0,0,0,0
0,1,0,1,8,0,0,0,2,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0
0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
